Model;Tool;SAT-solver;Seconds
smdk2410;Flama;glucose4;0.2834
smdk2410;Flama;glucose4;0.267
smdk2410;Flama;glucose4;0.2837
smdk2410;Flama;glucose4;0.1896
smdk2410;Flama;glucose4;0.1888
smdk2410;Flama;glucose4;0.1783
smdk2410;Flama;glucose4;0.2768
smdk2410;Flama;glucose4;0.2618
smdk2410;Flama;glucose4;0.1857
smdk2410;Flama;glucose4;0.1792
smdk2410;Flama;glucose4;0.1778
smdk2410;Flama;glucose4;0.1755
smdk2410;Flama;glucose4;0.1799
smdk2410;Flama;glucose4;0.1915
smdk2410;Flama;glucose4;0.1853
smdk2410;Flama;glucose4;0.1791
smdk2410;Flama;glucose4;0.1784
smdk2410;Flama;glucose4;0.1806
smdk2410;Flama;glucose4;0.1874
smdk2410;Flama;glucose4;0.1922
smdk2410;Flama;glucose4;0.1776
smdk2410;Flama;glucose4;0.178
smdk2410;Flama;glucose4;0.2642
smdk2410;Flama;glucose4;0.1925
smdk2410;Flama;glucose4;0.191
smdk2410;Flama;glucose4;0.1767
smdk2410;Flama;glucose4;0.18
smdk2410;Flama;glucose4;0.1778
smdk2410;Flama;glucose4;0.177
smdk2410;Flama;glucose4;0.1893
smdk2410;Flama;glucose4;0.2853
smdk2410;Flama;glucose4;0.2853
smdk2410;Flama;glucose4;0.1745
smdk2410;Flama;glucose4;0.1918
smdk2410;Flama;glucose4;0.1884
smdk2410;Flama;glucose4;0.1812
smdk2410;Flama;glucose4;0.178
smdk2410;Flama;glucose4;0.1775
smdk2410;Flama;glucose4;0.191
smdk2410;Flama;glucose4;0.1889
smdk2410;Flama;glucose4;0.1817
smdk2410;Flama;glucose4;0.1857
smdk2410;Flama;glucose4;0.18
smdk2410;Flama;glucose4;0.1869
smdk2410;Flama;glucose4;0.1905
smdk2410;Flama;glucose4;0.2822
smdk2410;Flama;glucose4;0.2871
smdk2410;Flama;glucose4;0.2742
smdk2410;Flama;glucose4;0.1951
smdk2410;Flama;glucose4;0.2738
smdk2410;Flama;glucose4;0.1802
smdk2410;Flama;glucose4;0.1795
smdk2410;Flama;glucose4;0.1893
smdk2410;Flama;glucose4;0.2813
smdk2410;Flama;glucose4;0.1802
smdk2410;Flama;glucose4;0.1771
smdk2410;Flama;glucose4;0.1775
smdk2410;Flama;glucose4;0.1913
smdk2410;Flama;glucose4;0.1921
smdk2410;Flama;glucose4;0.1763
smdk2410;Flama;glucose4;0.1783
smdk2410;Flama;glucose4;0.1783
smdk2410;Flama;glucose4;0.1765
smdk2410;Flama;glucose4;0.1792
smdk2410;Flama;glucose4;0.1781
smdk2410;Flama;glucose4;0.2463
smdk2410;Flama;glucose4;0.1786
smdk2410;Flama;glucose4;0.2836
smdk2410;Flama;glucose4;0.1899
smdk2410;Flama;glucose4;0.1807
smdk2410;Flama;glucose4;0.1738
smdk2410;Flama;glucose4;0.18
smdk2410;Flama;glucose4;0.1758
smdk2410;Flama;glucose4;0.189
smdk2410;Flama;glucose4;0.1926
smdk2410;Flama;glucose4;0.178
smdk2410;Flama;glucose4;0.1818
smdk2410;Flama;glucose4;0.1783
smdk2410;Flama;glucose4;0.1805
smdk2410;Flama;glucose4;0.1813
smdk2410;Flama;glucose4;0.1808
smdk2410;Flama;glucose4;0.1743
smdk2410;Flama;glucose4;0.1788
smdk2410;Flama;glucose4;0.176
smdk2410;Flama;glucose4;0.1901
smdk2410;Flama;glucose4;0.193
smdk2410;Flama;glucose4;0.177
smdk2410;Flama;glucose4;0.1777
smdk2410;Flama;glucose4;0.178
smdk2410;Flama;glucose4;0.1772
smdk2410;Flama;glucose4;0.1892
smdk2410;Flama;glucose4;0.1763
smdk2410;Flama;glucose4;0.1784
smdk2410;Flama;glucose4;0.1764
smdk2410;Flama;glucose4;0.1771
smdk2410;Flama;glucose4;0.1913
smdk2410;Flama;glucose4;0.1804
smdk2410;Flama;glucose4;0.1801
smdk2410;Flama;glucose4;0.1788
smdk2410;Flama;glucose4;0.2568
smdk2410;Flama;lingeling;1.304
smdk2410;Flama;lingeling;1.2925
smdk2410;Flama;lingeling;1.2725
smdk2410;Flama;lingeling;1.3196
smdk2410;Flama;lingeling;1.2617
smdk2410;Flama;lingeling;1.3912
smdk2410;Flama;lingeling;1.2712
smdk2410;Flama;lingeling;1.2681
smdk2410;Flama;lingeling;1.3234
smdk2410;Flama;lingeling;1.2611
smdk2410;Flama;lingeling;1.3244
smdk2410;Flama;lingeling;1.2708
smdk2410;Flama;lingeling;1.2838
smdk2410;Flama;lingeling;1.3108
smdk2410;Flama;lingeling;1.2614
smdk2410;Flama;lingeling;1.3279
smdk2410;Flama;lingeling;1.2689
smdk2410;Flama;lingeling;1.3334
smdk2410;Flama;lingeling;1.2957
smdk2410;Flama;lingeling;1.2609
smdk2410;Flama;lingeling;1.3285
smdk2410;Flama;lingeling;1.2597
smdk2410;Flama;lingeling;1.2903
smdk2410;Flama;lingeling;1.287
smdk2410;Flama;lingeling;1.2511
smdk2410;Flama;lingeling;1.3203
smdk2410;Flama;lingeling;1.2643
smdk2410;Flama;lingeling;1.2966
smdk2410;Flama;lingeling;1.3918
smdk2410;Flama;lingeling;1.2654
smdk2410;Flama;lingeling;1.3194
smdk2410;Flama;lingeling;1.2607
smdk2410;Flama;lingeling;1.2973
smdk2410;Flama;lingeling;1.3025
smdk2410;Flama;lingeling;1.3753
smdk2410;Flama;lingeling;1.3132
smdk2410;Flama;lingeling;1.2757
smdk2410;Flama;lingeling;1.2737
smdk2410;Flama;lingeling;1.3332
smdk2410;Flama;lingeling;1.2543
smdk2410;Flama;lingeling;1.3872
smdk2410;Flama;lingeling;1.2542
smdk2410;Flama;lingeling;1.2764
smdk2410;Flama;lingeling;1.3001
smdk2410;Flama;lingeling;1.2613
smdk2410;Flama;lingeling;1.4028
smdk2410;Flama;lingeling;1.2648
smdk2410;Flama;lingeling;1.3535
smdk2410;Flama;lingeling;1.4104
smdk2410;Flama;lingeling;1.2604
smdk2410;Flama;lingeling;1.3077
smdk2410;Flama;lingeling;1.2802
smdk2410;Flama;lingeling;1.2783
smdk2410;Flama;lingeling;1.4128
smdk2410;Flama;lingeling;1.2529
smdk2410;Flama;lingeling;1.3009
smdk2410;Flama;lingeling;1.2732
smdk2410;Flama;lingeling;1.2653
smdk2410;Flama;lingeling;1.3131
smdk2410;Flama;lingeling;1.2533
smdk2410;Flama;lingeling;1.304
smdk2410;Flama;lingeling;1.2664
smdk2410;Flama;lingeling;1.271
smdk2410;Flama;lingeling;1.3825
smdk2410;Flama;lingeling;1.2546
smdk2410;Flama;lingeling;1.3143
smdk2410;Flama;lingeling;1.3156
smdk2410;Flama;lingeling;1.2878
smdk2410;Flama;lingeling;1.291
smdk2410;Flama;lingeling;1.2524
smdk2410;Flama;lingeling;1.3079
smdk2410;Flama;lingeling;1.2558
smdk2410;Flama;lingeling;1.3151
smdk2410;Flama;lingeling;1.3825
smdk2410;Flama;lingeling;1.2518
smdk2410;Flama;lingeling;1.3069
smdk2410;Flama;lingeling;1.3872
smdk2410;Flama;lingeling;1.3613
smdk2410;Flama;lingeling;1.428
smdk2410;Flama;lingeling;1.2661
smdk2410;Flama;lingeling;1.3605
smdk2410;Flama;lingeling;1.4249
smdk2410;Flama;lingeling;1.2562
smdk2410;Flama;lingeling;1.3585
smdk2410;Flama;lingeling;1.4425
smdk2410;Flama;lingeling;1.2588
smdk2410;Flama;lingeling;1.3673
smdk2410;Flama;lingeling;1.3179
smdk2410;Flama;lingeling;1.2813
smdk2410;Flama;lingeling;1.3947
smdk2410;Flama;lingeling;1.3081
smdk2410;Flama;lingeling;1.2661
smdk2410;Flama;lingeling;1.3291
smdk2410;Flama;lingeling;1.2561
smdk2410;Flama;lingeling;1.3938
smdk2410;Flama;lingeling;1.2728
smdk2410;Flama;lingeling;1.2662
smdk2410;Flama;lingeling;1.3269
smdk2410;Flama;lingeling;1.2585
smdk2410;Flama;lingeling;1.3228
smdk2410;Flama;minisat22;0.1754
smdk2410;Flama;minisat22;0.1726
smdk2410;Flama;minisat22;0.1833
smdk2410;Flama;minisat22;0.188
smdk2410;Flama;minisat22;0.1795
smdk2410;Flama;minisat22;0.1737
smdk2410;Flama;minisat22;0.1734
smdk2410;Flama;minisat22;0.1749
smdk2410;Flama;minisat22;0.1966
smdk2410;Flama;minisat22;0.3442
smdk2410;Flama;minisat22;0.2686
smdk2410;Flama;minisat22;0.1764
smdk2410;Flama;minisat22;0.1751
smdk2410;Flama;minisat22;0.1713
smdk2410;Flama;minisat22;0.1807
smdk2410;Flama;minisat22;0.1765
smdk2410;Flama;minisat22;0.1758
smdk2410;Flama;minisat22;0.176
smdk2410;Flama;minisat22;0.1737
smdk2410;Flama;minisat22;0.1772
smdk2410;Flama;minisat22;0.1751
smdk2410;Flama;minisat22;0.1781
smdk2410;Flama;minisat22;0.1773
smdk2410;Flama;minisat22;0.1751
smdk2410;Flama;minisat22;0.1754
smdk2410;Flama;minisat22;0.1737
smdk2410;Flama;minisat22;0.1747
smdk2410;Flama;minisat22;0.1775
smdk2410;Flama;minisat22;0.1774
smdk2410;Flama;minisat22;0.1758
smdk2410;Flama;minisat22;0.1766
smdk2410;Flama;minisat22;0.1753
smdk2410;Flama;minisat22;0.1716
smdk2410;Flama;minisat22;0.1706
smdk2410;Flama;minisat22;0.1733
smdk2410;Flama;minisat22;0.1766
smdk2410;Flama;minisat22;0.178
smdk2410;Flama;minisat22;0.1742
smdk2410;Flama;minisat22;0.1712
smdk2410;Flama;minisat22;0.1758
smdk2410;Flama;minisat22;0.1743
smdk2410;Flama;minisat22;0.1735
smdk2410;Flama;minisat22;0.1768
smdk2410;Flama;minisat22;0.1757
smdk2410;Flama;minisat22;0.1759
smdk2410;Flama;minisat22;0.1753
smdk2410;Flama;minisat22;0.1758
smdk2410;Flama;minisat22;0.1761
smdk2410;Flama;minisat22;0.1761
smdk2410;Flama;minisat22;0.1746
smdk2410;Flama;minisat22;0.174
smdk2410;Flama;minisat22;0.1747
smdk2410;Flama;minisat22;0.1769
smdk2410;Flama;minisat22;0.1737
smdk2410;Flama;minisat22;0.1762
smdk2410;Flama;minisat22;0.1706
smdk2410;Flama;minisat22;0.2601
smdk2410;Flama;minisat22;0.1755
smdk2410;Flama;minisat22;0.1751
smdk2410;Flama;minisat22;0.1729
smdk2410;Flama;minisat22;0.1773
smdk2410;Flama;minisat22;0.1737
smdk2410;Flama;minisat22;0.1754
smdk2410;Flama;minisat22;0.1726
smdk2410;Flama;minisat22;0.1764
smdk2410;Flama;minisat22;0.1761
smdk2410;Flama;minisat22;0.1799
smdk2410;Flama;minisat22;0.1749
smdk2410;Flama;minisat22;0.1771
smdk2410;Flama;minisat22;0.1745
smdk2410;Flama;minisat22;0.1753
smdk2410;Flama;minisat22;0.1772
smdk2410;Flama;minisat22;0.1749
smdk2410;Flama;minisat22;0.1759
smdk2410;Flama;minisat22;0.1738
smdk2410;Flama;minisat22;0.178
smdk2410;Flama;minisat22;0.1775
smdk2410;Flama;minisat22;0.1708
smdk2410;Flama;minisat22;0.1753
smdk2410;Flama;minisat22;0.1777
smdk2410;Flama;minisat22;0.1783
smdk2410;Flama;minisat22;0.2731
smdk2410;Flama;minisat22;0.1755
smdk2410;Flama;minisat22;0.1731
smdk2410;Flama;minisat22;0.1764
smdk2410;Flama;minisat22;0.1765
smdk2410;Flama;minisat22;0.1736
smdk2410;Flama;minisat22;0.1766
smdk2410;Flama;minisat22;0.2578
smdk2410;Flama;minisat22;0.174
smdk2410;Flama;minisat22;0.1743
smdk2410;Flama;minisat22;0.1783
smdk2410;Flama;minisat22;0.1729
smdk2410;Flama;minisat22;0.1765
smdk2410;Flama;minisat22;0.2624
smdk2410;Flama;minisat22;0.1796
smdk2410;Flama;minisat22;0.1751
smdk2410;Flama;minisat22;0.257
smdk2410;Flama;minisat22;0.1761
smdk2410;Flama;minisat22;0.1745
smdk2410;FeatureIDE;Sat4j;0.416514691
smdk2410;FeatureIDE;Sat4j;0.393217936
smdk2410;FeatureIDE;Sat4j;0.479794541
smdk2410;FeatureIDE;Sat4j;0.466174454
smdk2410;FeatureIDE;Sat4j;0.504419609
smdk2410;FeatureIDE;Sat4j;0.479177591
smdk2410;FeatureIDE;Sat4j;0.545434738
smdk2410;FeatureIDE;Sat4j;0.478454967
smdk2410;FeatureIDE;Sat4j;0.528087305
smdk2410;FeatureIDE;Sat4j;0.495141534
smdk2410;FeatureIDE;Sat4j;0.473314815
smdk2410;FeatureIDE;Sat4j;0.482054435
smdk2410;FeatureIDE;Sat4j;0.462911285
smdk2410;FeatureIDE;Sat4j;0.496189369
smdk2410;FeatureIDE;Sat4j;0.403839711
smdk2410;FeatureIDE;Sat4j;0.391254971
smdk2410;FeatureIDE;Sat4j;0.515791976
smdk2410;FeatureIDE;Sat4j;0.496611352
smdk2410;FeatureIDE;Sat4j;0.489035021
smdk2410;FeatureIDE;Sat4j;0.527526935
smdk2410;FeatureIDE;Sat4j;0.50223937
smdk2410;FeatureIDE;Sat4j;0.50425426
smdk2410;FeatureIDE;Sat4j;0.544186348
smdk2410;FeatureIDE;Sat4j;0.575053276
smdk2410;FeatureIDE;Sat4j;0.476582425
smdk2410;FeatureIDE;Sat4j;0.544220633
smdk2410;FeatureIDE;Sat4j;0.507102355
smdk2410;FeatureIDE;Sat4j;0.408001754
smdk2410;FeatureIDE;Sat4j;0.569309501
smdk2410;FeatureIDE;Sat4j;0.412431391
smdk2410;FeatureIDE;Sat4j;0.556584175
smdk2410;FeatureIDE;Sat4j;0.414732974
smdk2410;FeatureIDE;Sat4j;0.536231361
smdk2410;FeatureIDE;Sat4j;0.523528314
smdk2410;FeatureIDE;Sat4j;0.46757413
smdk2410;FeatureIDE;Sat4j;0.511310229
smdk2410;FeatureIDE;Sat4j;0.529410636
smdk2410;FeatureIDE;Sat4j;0.557226578
smdk2410;FeatureIDE;Sat4j;0.516649696
smdk2410;FeatureIDE;Sat4j;0.481004371
smdk2410;FeatureIDE;Sat4j;0.495901049
smdk2410;FeatureIDE;Sat4j;0.467838121
smdk2410;FeatureIDE;Sat4j;0.506399036
smdk2410;FeatureIDE;Sat4j;0.507776289
smdk2410;FeatureIDE;Sat4j;0.531048939
smdk2410;FeatureIDE;Sat4j;0.578542767
smdk2410;FeatureIDE;Sat4j;0.524949006
smdk2410;FeatureIDE;Sat4j;0.537599896
smdk2410;FeatureIDE;Sat4j;0.487120434
smdk2410;FeatureIDE;Sat4j;0.512584459
smdk2410;FeatureIDE;Sat4j;0.507618366
smdk2410;FeatureIDE;Sat4j;0.515548407
smdk2410;FeatureIDE;Sat4j;0.428122205
smdk2410;FeatureIDE;Sat4j;0.559724297
smdk2410;FeatureIDE;Sat4j;0.580760417
smdk2410;FeatureIDE;Sat4j;0.563758102
smdk2410;FeatureIDE;Sat4j;0.492631078
smdk2410;FeatureIDE;Sat4j;0.585742293
smdk2410;FeatureIDE;Sat4j;0.399242275
smdk2410;FeatureIDE;Sat4j;0.490779534
smdk2410;FeatureIDE;Sat4j;0.477810033
smdk2410;FeatureIDE;Sat4j;0.523632396
smdk2410;FeatureIDE;Sat4j;0.536185
smdk2410;FeatureIDE;Sat4j;0.457983799
smdk2410;FeatureIDE;Sat4j;0.57376282
smdk2410;FeatureIDE;Sat4j;0.474554577
smdk2410;FeatureIDE;Sat4j;0.508123894
smdk2410;FeatureIDE;Sat4j;0.50986605
smdk2410;FeatureIDE;Sat4j;0.41713009
smdk2410;FeatureIDE;Sat4j;0.45036693
smdk2410;FeatureIDE;Sat4j;0.472731078
smdk2410;FeatureIDE;Sat4j;0.462975072
smdk2410;FeatureIDE;Sat4j;0.554954774
smdk2410;FeatureIDE;Sat4j;0.565668118
smdk2410;FeatureIDE;Sat4j;0.528970317
smdk2410;FeatureIDE;Sat4j;0.503318205
smdk2410;FeatureIDE;Sat4j;0.559496394
smdk2410;FeatureIDE;Sat4j;0.431002406
smdk2410;FeatureIDE;Sat4j;0.540681605
smdk2410;FeatureIDE;Sat4j;0.460733291
smdk2410;FeatureIDE;Sat4j;0.500017907
smdk2410;FeatureIDE;Sat4j;0.499176332
smdk2410;FeatureIDE;Sat4j;0.510545104
smdk2410;FeatureIDE;Sat4j;0.55746864
smdk2410;FeatureIDE;Sat4j;0.454044581
smdk2410;FeatureIDE;Sat4j;0.477957883
smdk2410;FeatureIDE;Sat4j;0.520091472
smdk2410;FeatureIDE;Sat4j;0.533944317
smdk2410;FeatureIDE;Sat4j;0.50644554
smdk2410;FeatureIDE;Sat4j;0.49396252
smdk2410;FeatureIDE;Sat4j;0.510941357
smdk2410;FeatureIDE;Sat4j;0.495232822
smdk2410;FeatureIDE;Sat4j;0.547995861
smdk2410;FeatureIDE;Sat4j;0.4896736
smdk2410;FeatureIDE;Sat4j;0.516879805
smdk2410;FeatureIDE;Sat4j;0.473942276
smdk2410;FeatureIDE;Sat4j;0.520527997
smdk2410;FeatureIDE;Sat4j;0.427472754
smdk2410;FeatureIDE;Sat4j;0.468263734
smdk2410;FeatureIDE;Sat4j;0.496955705
sparc_erc32;Flama;glucose4;0.1994
sparc_erc32;Flama;glucose4;0.2016
sparc_erc32;Flama;glucose4;0.1304
sparc_erc32;Flama;glucose4;0.1338
sparc_erc32;Flama;glucose4;0.1237
sparc_erc32;Flama;glucose4;0.1233
sparc_erc32;Flama;glucose4;0.1283
sparc_erc32;Flama;glucose4;0.1258
sparc_erc32;Flama;glucose4;0.1501
sparc_erc32;Flama;glucose4;0.1272
sparc_erc32;Flama;glucose4;0.1238
sparc_erc32;Flama;glucose4;0.1406
sparc_erc32;Flama;glucose4;0.1982
sparc_erc32;Flama;glucose4;0.2037
sparc_erc32;Flama;glucose4;0.2013
sparc_erc32;Flama;glucose4;0.2179
sparc_erc32;Flama;glucose4;0.1944
sparc_erc32;Flama;glucose4;0.196
sparc_erc32;Flama;glucose4;0.2109
sparc_erc32;Flama;glucose4;0.1879
sparc_erc32;Flama;glucose4;0.1663
sparc_erc32;Flama;glucose4;0.1249
sparc_erc32;Flama;glucose4;0.1233
sparc_erc32;Flama;glucose4;0.1265
sparc_erc32;Flama;glucose4;0.1259
sparc_erc32;Flama;glucose4;0.1252
sparc_erc32;Flama;glucose4;0.1244
sparc_erc32;Flama;glucose4;0.1453
sparc_erc32;Flama;glucose4;0.1243
sparc_erc32;Flama;glucose4;0.122
sparc_erc32;Flama;glucose4;0.1236
sparc_erc32;Flama;glucose4;0.125
sparc_erc32;Flama;glucose4;0.126
sparc_erc32;Flama;glucose4;0.1435
sparc_erc32;Flama;glucose4;0.1266
sparc_erc32;Flama;glucose4;0.1247
sparc_erc32;Flama;glucose4;0.1231
sparc_erc32;Flama;glucose4;0.1271
sparc_erc32;Flama;glucose4;0.1262
sparc_erc32;Flama;glucose4;0.1481
sparc_erc32;Flama;glucose4;0.1984
sparc_erc32;Flama;glucose4;0.2018
sparc_erc32;Flama;glucose4;0.2009
sparc_erc32;Flama;glucose4;0.2046
sparc_erc32;Flama;glucose4;0.2002
sparc_erc32;Flama;glucose4;0.2039
sparc_erc32;Flama;glucose4;0.2027
sparc_erc32;Flama;glucose4;0.1827
sparc_erc32;Flama;glucose4;0.2016
sparc_erc32;Flama;glucose4;0.1927
sparc_erc32;Flama;glucose4;0.2027
sparc_erc32;Flama;glucose4;0.1978
sparc_erc32;Flama;glucose4;0.2035
sparc_erc32;Flama;glucose4;0.2052
sparc_erc32;Flama;glucose4;0.2014
sparc_erc32;Flama;glucose4;0.177
sparc_erc32;Flama;glucose4;0.1268
sparc_erc32;Flama;glucose4;0.2042
sparc_erc32;Flama;glucose4;0.1991
sparc_erc32;Flama;glucose4;0.1621
sparc_erc32;Flama;glucose4;0.1255
sparc_erc32;Flama;glucose4;0.1207
sparc_erc32;Flama;glucose4;0.1502
sparc_erc32;Flama;glucose4;0.124
sparc_erc32;Flama;glucose4;0.1228
sparc_erc32;Flama;glucose4;0.1236
sparc_erc32;Flama;glucose4;0.1245
sparc_erc32;Flama;glucose4;0.1244
sparc_erc32;Flama;glucose4;0.1493
sparc_erc32;Flama;glucose4;0.1192
sparc_erc32;Flama;glucose4;0.15
sparc_erc32;Flama;glucose4;0.1241
sparc_erc32;Flama;glucose4;0.1856
sparc_erc32;Flama;glucose4;0.2056
sparc_erc32;Flama;glucose4;0.1967
sparc_erc32;Flama;glucose4;0.1677
sparc_erc32;Flama;glucose4;0.1274
sparc_erc32;Flama;glucose4;0.2043
sparc_erc32;Flama;glucose4;0.1974
sparc_erc32;Flama;glucose4;0.2049
sparc_erc32;Flama;glucose4;0.1836
sparc_erc32;Flama;glucose4;0.1763
sparc_erc32;Flama;glucose4;0.1256
sparc_erc32;Flama;glucose4;0.1416
sparc_erc32;Flama;glucose4;0.125
sparc_erc32;Flama;glucose4;0.1269
sparc_erc32;Flama;glucose4;0.1474
sparc_erc32;Flama;glucose4;0.201
sparc_erc32;Flama;glucose4;0.2078
sparc_erc32;Flama;glucose4;0.2022
sparc_erc32;Flama;glucose4;0.2012
sparc_erc32;Flama;glucose4;0.2062
sparc_erc32;Flama;glucose4;0.1954
sparc_erc32;Flama;glucose4;0.205
sparc_erc32;Flama;glucose4;0.1955
sparc_erc32;Flama;glucose4;0.209
sparc_erc32;Flama;glucose4;0.1997
sparc_erc32;Flama;glucose4;0.1586
sparc_erc32;Flama;glucose4;0.1999
sparc_erc32;Flama;glucose4;0.202
sparc_erc32;Flama;lingeling;1.1596
sparc_erc32;Flama;lingeling;0.9681
sparc_erc32;Flama;lingeling;0.9605
sparc_erc32;Flama;lingeling;0.9564
sparc_erc32;Flama;lingeling;1.0187
sparc_erc32;Flama;lingeling;0.9581
sparc_erc32;Flama;lingeling;0.9637
sparc_erc32;Flama;lingeling;0.9581
sparc_erc32;Flama;lingeling;0.9576
sparc_erc32;Flama;lingeling;0.9574
sparc_erc32;Flama;lingeling;0.9581
sparc_erc32;Flama;lingeling;0.964
sparc_erc32;Flama;lingeling;0.9573
sparc_erc32;Flama;lingeling;0.9592
sparc_erc32;Flama;lingeling;1.0344
sparc_erc32;Flama;lingeling;0.9573
sparc_erc32;Flama;lingeling;0.9632
sparc_erc32;Flama;lingeling;0.964
sparc_erc32;Flama;lingeling;0.9606
sparc_erc32;Flama;lingeling;0.9725
sparc_erc32;Flama;lingeling;0.9617
sparc_erc32;Flama;lingeling;0.9665
sparc_erc32;Flama;lingeling;0.9572
sparc_erc32;Flama;lingeling;0.9584
sparc_erc32;Flama;lingeling;0.9682
sparc_erc32;Flama;lingeling;1.2731
sparc_erc32;Flama;lingeling;1.2956
sparc_erc32;Flama;lingeling;0.9723
sparc_erc32;Flama;lingeling;1.037
sparc_erc32;Flama;lingeling;0.9711
sparc_erc32;Flama;lingeling;1.0124
sparc_erc32;Flama;lingeling;1.18
sparc_erc32;Flama;lingeling;1.2887
sparc_erc32;Flama;lingeling;1.2458
sparc_erc32;Flama;lingeling;1.2762
sparc_erc32;Flama;lingeling;0.968
sparc_erc32;Flama;lingeling;1.0096
sparc_erc32;Flama;lingeling;1.3086
sparc_erc32;Flama;lingeling;1.3096
sparc_erc32;Flama;lingeling;1.031
sparc_erc32;Flama;lingeling;1.0262
sparc_erc32;Flama;lingeling;0.9948
sparc_erc32;Flama;lingeling;1.0248
sparc_erc32;Flama;lingeling;1.0514
sparc_erc32;Flama;lingeling;0.9652
sparc_erc32;Flama;lingeling;1.0099
sparc_erc32;Flama;lingeling;0.9794
sparc_erc32;Flama;lingeling;1.2125
sparc_erc32;Flama;lingeling;1.1591
sparc_erc32;Flama;lingeling;0.984
sparc_erc32;Flama;lingeling;1.1734
sparc_erc32;Flama;lingeling;0.9717
sparc_erc32;Flama;lingeling;1.0287
sparc_erc32;Flama;lingeling;0.9722
sparc_erc32;Flama;lingeling;1.2218
sparc_erc32;Flama;lingeling;0.9713
sparc_erc32;Flama;lingeling;1.0091
sparc_erc32;Flama;lingeling;1.0042
sparc_erc32;Flama;lingeling;0.9699
sparc_erc32;Flama;lingeling;1.0317
sparc_erc32;Flama;lingeling;1.2939
sparc_erc32;Flama;lingeling;1.177
sparc_erc32;Flama;lingeling;0.9723
sparc_erc32;Flama;lingeling;1.0277
sparc_erc32;Flama;lingeling;0.992
sparc_erc32;Flama;lingeling;1.3064
sparc_erc32;Flama;lingeling;0.9902
sparc_erc32;Flama;lingeling;1.0054
sparc_erc32;Flama;lingeling;0.9911
sparc_erc32;Flama;lingeling;0.9664
sparc_erc32;Flama;lingeling;1.0246
sparc_erc32;Flama;lingeling;0.9759
sparc_erc32;Flama;lingeling;1.0281
sparc_erc32;Flama;lingeling;1.1807
sparc_erc32;Flama;lingeling;1.2323
sparc_erc32;Flama;lingeling;1.046
sparc_erc32;Flama;lingeling;1.2226
sparc_erc32;Flama;lingeling;1.1632
sparc_erc32;Flama;lingeling;1.0026
sparc_erc32;Flama;lingeling;0.9825
sparc_erc32;Flama;lingeling;1.0363
sparc_erc32;Flama;lingeling;1.0218
sparc_erc32;Flama;lingeling;0.9774
sparc_erc32;Flama;lingeling;1.0248
sparc_erc32;Flama;lingeling;1.1622
sparc_erc32;Flama;lingeling;1.203
sparc_erc32;Flama;lingeling;1.303
sparc_erc32;Flama;lingeling;1.2877
sparc_erc32;Flama;lingeling;1.0453
sparc_erc32;Flama;lingeling;1.0354
sparc_erc32;Flama;lingeling;1.1777
sparc_erc32;Flama;lingeling;1.4218
sparc_erc32;Flama;lingeling;0.9884
sparc_erc32;Flama;lingeling;1.2028
sparc_erc32;Flama;lingeling;1.1992
sparc_erc32;Flama;lingeling;1.2151
sparc_erc32;Flama;lingeling;1.2036
sparc_erc32;Flama;lingeling;1.2246
sparc_erc32;Flama;lingeling;1.155
sparc_erc32;Flama;lingeling;1.022
sparc_erc32;Flama;minisat22;0.199
sparc_erc32;Flama;minisat22;0.1242
sparc_erc32;Flama;minisat22;0.1437
sparc_erc32;Flama;minisat22;0.1501
sparc_erc32;Flama;minisat22;0.1246
sparc_erc32;Flama;minisat22;0.1902
sparc_erc32;Flama;minisat22;0.2021
sparc_erc32;Flama;minisat22;0.1933
sparc_erc32;Flama;minisat22;0.1983
sparc_erc32;Flama;minisat22;0.1959
sparc_erc32;Flama;minisat22;0.1944
sparc_erc32;Flama;minisat22;0.1725
sparc_erc32;Flama;minisat22;0.1219
sparc_erc32;Flama;minisat22;0.1326
sparc_erc32;Flama;minisat22;0.1427
sparc_erc32;Flama;minisat22;0.1323
sparc_erc32;Flama;minisat22;0.1288
sparc_erc32;Flama;minisat22;0.1189
sparc_erc32;Flama;minisat22;0.1455
sparc_erc32;Flama;minisat22;0.1947
sparc_erc32;Flama;minisat22;0.1993
sparc_erc32;Flama;minisat22;0.1892
sparc_erc32;Flama;minisat22;0.1708
sparc_erc32;Flama;minisat22;0.1316
sparc_erc32;Flama;minisat22;0.1309
sparc_erc32;Flama;minisat22;0.1205
sparc_erc32;Flama;minisat22;0.1428
sparc_erc32;Flama;minisat22;0.1843
sparc_erc32;Flama;minisat22;0.1999
sparc_erc32;Flama;minisat22;0.1919
sparc_erc32;Flama;minisat22;0.1941
sparc_erc32;Flama;minisat22;0.1954
sparc_erc32;Flama;minisat22;0.1948
sparc_erc32;Flama;minisat22;0.1988
sparc_erc32;Flama;minisat22;0.196
sparc_erc32;Flama;minisat22;0.1939
sparc_erc32;Flama;minisat22;0.2002
sparc_erc32;Flama;minisat22;0.1936
sparc_erc32;Flama;minisat22;0.1678
sparc_erc32;Flama;minisat22;0.1258
sparc_erc32;Flama;minisat22;0.1226
sparc_erc32;Flama;minisat22;0.1366
sparc_erc32;Flama;minisat22;0.1237
sparc_erc32;Flama;minisat22;0.1253
sparc_erc32;Flama;minisat22;0.1209
sparc_erc32;Flama;minisat22;0.1302
sparc_erc32;Flama;minisat22;0.1939
