Model;Tool;SAT-solver;Seconds
ESP8266;Flama;lingeling;0.0013
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0016
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0017
ESP8266;Flama;lingeling;0.0013
ESP8266;Flama;lingeling;0.0013
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0017
ESP8266;Flama;lingeling;0.0013
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0016
ESP8266;Flama;lingeling;0.0014
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0013
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0017
ESP8266;Flama;lingeling;0.0013
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0017
ESP8266;Flama;lingeling;0.0013
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0015
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0014
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0015
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0016
ESP8266;Flama;lingeling;0.0013
ESP8266;Flama;lingeling;0.0015
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0017
ESP8266;Flama;lingeling;0.0013
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0016
ESP8266;Flama;lingeling;0.0013
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0015
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0013
ESP8266;Flama;lingeling;0.0015
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0016
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0013
ESP8266;Flama;lingeling;0.0015
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0018
ESP8266;Flama;lingeling;0.0014
ESP8266;Flama;lingeling;0.0013
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0016
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0015
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0017
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0013
ESP8266;Flama;lingeling;0.0015
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0017
ESP8266;Flama;lingeling;0.0013
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0012
ESP8266;Flama;lingeling;0.0016
ESP8266;Flama;lingeling;0.0013
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0005
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0003
ESP8266;Flama;minisat22;0.0005
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0005
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0003
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0003
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0003
ESP8266;Flama;minisat22;0.0005
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0003
ESP8266;Flama;minisat22;0.0005
ESP8266;Flama;minisat22;0.0005
ESP8266;Flama;minisat22;0.0003
ESP8266;Flama;minisat22;0.0003
ESP8266;Flama;minisat22;0.0003
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0003
ESP8266;Flama;minisat22;0.0005
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0003
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0005
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0005
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0003
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0005
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0003
ESP8266;Flama;minisat22;0.0003
ESP8266;Flama;minisat22;0.0005
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0006
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0005
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0005
ESP8266;Flama;minisat22;0.0003
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0005
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0003
ESP8266;Flama;minisat22;0.0003
ESP8266;Flama;minisat22;0.0005
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0003
ESP8266;Flama;minisat22;0.0005
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0003
ESP8266;Flama;minisat22;0.0003
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0003
ESP8266;Flama;minisat22;0.0003
ESP8266;Flama;minisat22;0.0005
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0005
ESP8266;Flama;minisat22;0.0004
ESP8266;Flama;minisat22;0.0004
FM-3;Flama;glucose4;0.0017
FM-3;Flama;glucose4;0.0014
FM-3;Flama;glucose4;0.0011
FM-3;Flama;glucose4;0.0011
FM-3;Flama;glucose4;0.0013
FM-3;Flama;glucose4;0.0012
FM-3;Flama;glucose4;0.0011
FM-3;Flama;glucose4;0.0011
FM-3;Flama;glucose4;0.0016
FM-3;Flama;glucose4;0.0012
FM-3;Flama;glucose4;0.0015
FM-3;Flama;glucose4;0.0011
FM-3;Flama;glucose4;0.0014
FM-3;Flama;glucose4;0.0011
FM-3;Flama;glucose4;0.0012
FM-3;Flama;glucose4;0.0011
FM-3;Flama;glucose4;0.0017
FM-3;Flama;glucose4;0.0013
FM-3;Flama;glucose4;0.0011
FM-3;Flama;glucose4;0.0012
FM-3;Flama;glucose4;0.0013
FM-3;Flama;glucose4;0.0011
FM-3;Flama;glucose4;0.0012
FM-3;Flama;glucose4;0.0011
FM-3;Flama;glucose4;0.0014
FM-3;Flama;glucose4;0.0011
FM-3;Flama;glucose4;0.0012
FM-3;Flama;glucose4;0.0011
FM-3;Flama;glucose4;0.0015
FM-3;Flama;glucose4;0.0013
FM-3;Flama;glucose4;0.0011
FM-3;Flama;glucose4;0.0011
FM-3;Flama;glucose4;0.0011
FM-3;Flama;glucose4;0.0015
FM-3;Flama;glucose4;0.0011
FM-3;Flama;glucose4;0.0011
FM-3;Flama;glucose4;0.0017
FM-3;Flama;glucose4;0.0013
FM-3;Flama;glucose4;0.0012
FM-3;Flama;glucose4;0.0011
FM-3;Flama;glucose4;0.0011
FM-3;Flama;glucose4;0.0016
FM-3;Flama;glucose4;0.0012
FM-3;Flama;glucose4;0.0011
FM-3;Flama;glucose4;0.0016
FM-3;Flama;glucose4;0.0012
FM-3;Flama;glucose4;0.0011
FM-3;Flama;glucose4;0.0011
FM-3;Flama;glucose4;0.0011
FM-3;Flama;glucose4;0.0016
FM-3;Flama;glucose4;0.0012
FM-3;Flama;glucose4;0.0012
FM-3;Flama;glucose4;0.0011
FM-3;Flama;glucose4;0.0016
FM-3;Flama;glucose4;0.0012
FM-3;Flama;glucose4;0.0011
FM-3;Flama;glucose4;0.0011
FM-3;Flama;glucose4;0.002
FM-3;Flama;glucose4;0.0014
FM-3;Flama;glucose4;0.0012
FM-3;Flama;glucose4;0.0012
FM-3;Flama;glucose4;0.0014
FM-3;Flama;glucose4;0.0011
FM-3;Flama;glucose4;0.0011
FM-3;Flama;glucose4;0.0016
FM-3;Flama;glucose4;0.0013
FM-3;Flama;glucose4;0.0011
FM-3;Flama;glucose4;0.0011
FM-3;Flama;glucose4;0.0012
FM-3;Flama;glucose4;0.0011
FM-3;Flama;glucose4;0.0014
FM-3;Flama;glucose4;0.0011
FM-3;Flama;glucose4;0.0011
FM-3;Flama;glucose4;0.0012
FM-3;Flama;glucose4;0.0016
FM-3;Flama;glucose4;0.0012
FM-3;Flama;glucose4;0.0015
FM-3;Flama;glucose4;0.0012
FM-3;Flama;glucose4;0.0014
FM-3;Flama;glucose4;0.0011
FM-3;Flama;glucose4;0.0011
FM-3;Flama;glucose4;0.0011
FM-3;Flama;glucose4;0.0015
FM-3;Flama;glucose4;0.0013
FM-3;Flama;glucose4;0.0011
FM-3;Flama;glucose4;0.0011
FM-3;Flama;glucose4;0.0015
FM-3;Flama;glucose4;0.0013
FM-3;Flama;glucose4;0.0012
FM-3;Flama;glucose4;0.0011
FM-3;Flama;glucose4;0.0016
FM-3;Flama;glucose4;0.0013
FM-3;Flama;glucose4;0.0011
FM-3;Flama;glucose4;0.0012
FM-3;Flama;glucose4;0.0011
FM-3;Flama;glucose4;0.0014
FM-3;Flama;glucose4;0.0011
FM-3;Flama;glucose4;0.0011
FM-3;Flama;glucose4;0.0014
FM-3;Flama;glucose4;0.0011
FM-3;Flama;lingeling;0.0039
FM-3;Flama;lingeling;0.0039
FM-3;Flama;lingeling;0.0055
FM-3;Flama;lingeling;0.0042
FM-3;Flama;lingeling;0.0039
FM-3;Flama;lingeling;0.0039
FM-3;Flama;lingeling;0.0039
FM-3;Flama;lingeling;0.0039
FM-3;Flama;lingeling;0.0055
FM-3;Flama;lingeling;0.0039
FM-3;Flama;lingeling;0.0039
FM-3;Flama;lingeling;0.0039
FM-3;Flama;lingeling;0.0052
FM-3;Flama;lingeling;0.0026
FM-3;Flama;lingeling;0.004
FM-3;Flama;lingeling;0.0056
FM-3;Flama;lingeling;0.0043
FM-3;Flama;lingeling;0.0039
FM-3;Flama;lingeling;0.0039
FM-3;Flama;lingeling;0.0039
FM-3;Flama;lingeling;0.0053
FM-3;Flama;lingeling;0.0048
FM-3;Flama;lingeling;0.0039
FM-3;Flama;lingeling;0.0039
FM-3;Flama;lingeling;0.0055
FM-3;Flama;lingeling;0.0041
FM-3;Flama;lingeling;0.0039
FM-3;Flama;lingeling;0.004
FM-3;Flama;lingeling;0.0048
FM-3;Flama;lingeling;0.0039
FM-3;Flama;lingeling;0.0039
FM-3;Flama;lingeling;0.0039
FM-3;Flama;lingeling;0.0055
FM-3;Flama;lingeling;0.0052
FM-3;Flama;lingeling;0.0039
FM-3;Flama;lingeling;0.0039
FM-3;Flama;lingeling;0.0052
FM-3;Flama;lingeling;0.0039
FM-3;Flama;lingeling;0.0039
FM-3;Flama;lingeling;0.0039
FM-3;Flama;lingeling;0.0055
FM-3;Flama;lingeling;0.0043
FM-3;Flama;lingeling;0.0039
FM-3;Flama;lingeling;0.004
FM-3;Flama;lingeling;0.0049
FM-3;Flama;lingeling;0.0043
FM-3;Flama;lingeling;0.0039
FM-3;Flama;lingeling;0.0039
FM-3;Flama;lingeling;0.0039
FM-3;Flama;lingeling;0.0055
FM-3;Flama;lingeling;0.0044
FM-3;Flama;lingeling;0.0039
FM-3;Flama;lingeling;0.0051
FM-3;Flama;lingeling;0.0051
FM-3;Flama;lingeling;0.0045
FM-3;Flama;lingeling;0.0039
FM-3;Flama;lingeling;0.004
FM-3;Flama;lingeling;0.004
FM-3;Flama;lingeling;0.004
FM-3;Flama;lingeling;0.0039
FM-3;Flama;lingeling;0.0051
FM-3;Flama;lingeling;0.0039
FM-3;Flama;lingeling;0.0039
FM-3;Flama;lingeling;0.0048
FM-3;Flama;lingeling;0.0039
FM-3;Flama;lingeling;0.0039
FM-3;Flama;lingeling;0.0053
FM-3;Flama;lingeling;0.0041
FM-3;Flama;lingeling;0.0039
FM-3;Flama;lingeling;0.0039
FM-3;Flama;lingeling;0.0056
FM-3;Flama;lingeling;0.0041
FM-3;Flama;lingeling;0.0039
FM-3;Flama;lingeling;0.0039
FM-3;Flama;lingeling;0.0052
FM-3;Flama;lingeling;0.0039
FM-3;Flama;lingeling;0.0039
FM-3;Flama;lingeling;0.0053
FM-3;Flama;lingeling;0.0049
FM-3;Flama;lingeling;0.0039
FM-3;Flama;lingeling;0.0039
FM-3;Flama;lingeling;0.0055
FM-3;Flama;lingeling;0.0043
FM-3;Flama;lingeling;0.0039
FM-3;Flama;lingeling;0.0039
FM-3;Flama;lingeling;0.0046
FM-3;Flama;lingeling;0.0049
FM-3;Flama;lingeling;0.0039
FM-3;Flama;lingeling;0.0039
FM-3;Flama;lingeling;0.0056
FM-3;Flama;lingeling;0.0045
FM-3;Flama;lingeling;0.0039
FM-3;Flama;lingeling;0.0039
FM-3;Flama;lingeling;0.0039
FM-3;Flama;lingeling;0.0055
FM-3;Flama;lingeling;0.0044
FM-3;Flama;lingeling;0.0039
FM-3;Flama;lingeling;0.004
FM-3;Flama;lingeling;0.0039
FM-3;Flama;lingeling;0.0049
FM-3;Flama;minisat22;0.0011
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.0013
FM-3;Flama;minisat22;0.001
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.001
FM-3;Flama;minisat22;0.0017
FM-3;Flama;minisat22;0.0011
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.0013
FM-3;Flama;minisat22;0.001
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.0012
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.001
FM-3;Flama;minisat22;0.0012
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.0011
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.0014
FM-3;Flama;minisat22;0.0011
FM-3;Flama;minisat22;0.001
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.0013
FM-3;Flama;minisat22;0.001
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.0012
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.0011
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.0012
FM-3;Flama;minisat22;0.001
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.0011
FM-3;Flama;minisat22;0.0006
FM-3;Flama;minisat22;0.0006
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.001
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.001
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.0011
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.001
FM-3;Flama;minisat22;0.0012
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.0014
FM-3;Flama;minisat22;0.001
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.0013
FM-3;Flama;minisat22;0.001
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.0015
FM-3;Flama;minisat22;0.0011
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.0013
FM-3;Flama;minisat22;0.001
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.0014
FM-3;Flama;minisat22;0.0011
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.001
FM-3;Flama;minisat22;0.0013
FM-3;Flama;minisat22;0.001
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.001
FM-3;Flama;minisat22;0.0013
FM-3;Flama;minisat22;0.0011
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.0009
FM-3;Flama;minisat22;0.0013
Linux-2;Flama;glucose4;5.0425
Linux-2;Flama;glucose4;4.8477
Linux-2;Flama;glucose4;4.8201
Linux-2;Flama;glucose4;4.8304
Linux-2;Flama;glucose4;4.8246
Linux-2;Flama;glucose4;4.7725
Linux-2;Flama;glucose4;4.7757
Linux-2;Flama;glucose4;4.7844
Linux-2;Flama;glucose4;4.7705
Linux-2;Flama;glucose4;4.7723
Linux-2;Flama;glucose4;4.9445
Linux-2;Flama;glucose4;4.8005
Linux-2;Flama;glucose4;4.7648
Linux-2;Flama;glucose4;4.7573
Linux-2;Flama;glucose4;4.7961
Linux-2;Flama;glucose4;4.8138
Linux-2;Flama;glucose4;4.7853
Linux-2;Flama;glucose4;4.8435
Linux-2;Flama;glucose4;4.8224
Linux-2;Flama;glucose4;4.784
Linux-2;Flama;glucose4;4.7758
Linux-2;Flama;glucose4;4.8201
Linux-2;Flama;glucose4;4.7747
Linux-2;Flama;glucose4;4.7993
Linux-2;Flama;glucose4;4.7564
Linux-2;Flama;glucose4;4.8386
Linux-2;Flama;glucose4;4.8002
Linux-2;Flama;glucose4;4.7736
Linux-2;Flama;glucose4;4.9077
Linux-2;Flama;glucose4;4.9008
Linux-2;Flama;glucose4;4.7744
Linux-2;Flama;glucose4;4.7921
Linux-2;Flama;glucose4;4.8246
Linux-2;Flama;glucose4;4.943
Linux-2;Flama;glucose4;4.8182
Linux-2;Flama;glucose4;4.7749
Linux-2;Flama;glucose4;4.8353
Linux-2;Flama;glucose4;4.8595
Linux-2;Flama;glucose4;4.7946
Linux-2;Flama;glucose4;4.7784
Linux-2;Flama;glucose4;4.9015
Linux-2;Flama;glucose4;4.9297
Linux-2;Flama;glucose4;4.7952
Linux-2;Flama;glucose4;4.7674
Linux-2;Flama;glucose4;4.7388
Linux-2;Flama;glucose4;4.7355
Linux-2;Flama;glucose4;4.8166
Linux-2;Flama;glucose4;4.7583
Linux-2;Flama;glucose4;4.7565
Linux-2;Flama;glucose4;4.7297
Linux-2;Flama;glucose4;4.7418
Linux-2;Flama;glucose4;4.8203
Linux-2;Flama;glucose4;4.8305
Linux-2;Flama;glucose4;4.7621
Linux-2;Flama;glucose4;4.7411
Linux-2;Flama;glucose4;4.9744
Linux-2;Flama;glucose4;4.787
Linux-2;Flama;glucose4;4.7993
Linux-2;Flama;glucose4;4.7444
Linux-2;Flama;glucose4;4.7971
Linux-2;Flama;glucose4;4.8242
Linux-2;Flama;glucose4;4.9944
Linux-2;Flama;glucose4;4.7509
Linux-2;Flama;glucose4;4.8171
Linux-2;Flama;glucose4;4.7614
Linux-2;Flama;glucose4;4.7433
Linux-2;Flama;glucose4;4.8541
Linux-2;Flama;glucose4;4.7424
Linux-2;Flama;glucose4;4.7633
Linux-2;Flama;glucose4;4.9521
Linux-2;Flama;glucose4;4.8286
Linux-2;Flama;glucose4;4.742
Linux-2;Flama;glucose4;4.813
Linux-2;Flama;glucose4;4.8155
Linux-2;Flama;glucose4;4.7394
Linux-2;Flama;glucose4;4.8484
Linux-2;Flama;glucose4;4.8043
Linux-2;Flama;glucose4;4.8767
Linux-2;Flama;glucose4;4.8779
Linux-2;Flama;glucose4;4.8352
Linux-2;Flama;glucose4;4.7623
Linux-2;Flama;glucose4;5.037
Linux-2;Flama;glucose4;4.748
Linux-2;Flama;glucose4;4.7607
Linux-2;Flama;glucose4;4.7582
Linux-2;Flama;glucose4;4.7677
Linux-2;Flama;glucose4;4.7643
Linux-2;Flama;glucose4;4.7441
Linux-2;Flama;glucose4;4.7657
Linux-2;Flama;glucose4;4.7516
Linux-2;Flama;glucose4;4.7535
Linux-2;Flama;glucose4;4.7534
Linux-2;Flama;glucose4;4.822
Linux-2;Flama;glucose4;4.7491
Linux-2;Flama;glucose4;4.7471
Linux-2;Flama;glucose4;4.7467
Linux-2;Flama;glucose4;4.7645
Linux-2;Flama;glucose4;4.7462
Linux-2;Flama;glucose4;4.7437
Linux-2;Flama;glucose4;4.7772
Linux-2;Flama;lingeling;35.3802
Linux-2;Flama;lingeling;35.4766
Linux-2;Flama;lingeling;35.3237
Linux-2;Flama;lingeling;35.1633
Linux-2;Flama;lingeling;35.1192
Linux-2;Flama;lingeling;35.2274
Linux-2;Flama;lingeling;35.1384
Linux-2;Flama;lingeling;35.3219
Linux-2;Flama;lingeling;35.1966
Linux-2;Flama;lingeling;35.1223
Linux-2;Flama;lingeling;35.1908
Linux-2;Flama;lingeling;35.4113
Linux-2;Flama;lingeling;35.0774
Linux-2;Flama;lingeling;35.1674
